popularity,budget,revenue,original_title,cast,director,runtime,genres,vote_count,vote_average,release_year
0.378188,75000000,19598588,The Astronaut's Wife,Johnny Depp|Charlize Theron|Joe Morton|Clea DuVall|Nick Cassavetes,Rand Ravich,109,Drama|Science Fiction|Thriller,132,5.4,1999
0.88284,65000000,36850101,My Favorite Martian,Jeff Daniels|Elizabeth Hurley|Daryl Hannah|Christopher Lloyd|Wallace Shawn,Donald Petrie,94,Comedy|Drama|Family|Science Fiction,43,5.2,1999
0.274419,10000000,3193102,The Limey,Terence Stamp|Lesley Ann Warren|Luis GuzmÃ¡n|Barry Newman|Joe Dallesandro,Steven Soderbergh,89,Drama|Action|Thriller|Crime|Mystery,38,6.6,1999
0.35206,25,13,Angela's Ashes,Emily Watson|Robert Carlyle|Joe Breen|Michael Legge|Ciaran Owens,Alan Parker,145,Drama,24,7.0,1999
0.5737180000000001,50000000,58900031,The Story of Us,Bruce Willis|Michelle Pfeiffer|Rob Reiner|Colleen Rennison|Jake Sandvig,Rob Reiner,95,Comedy|Drama|Romance,42,5.9,1999
0.25754699999999997,8000000,17843379,Drive Me Crazy,Melissa Joan Hart|Stephen Collins|Adrian Grenier|Susan May Pratt|Ali Larter,John Schultz,91,Drama|Comedy|Romance|Family,34,5.9,1999
1.104937,24000000,16290976,Muppets from Space,Steve Whitmire|Dave Goelz|Bill Barretta|Frank Oz|Jerry Nelson,Tim Hill,87,Fantasy|Comedy|Science Fiction|Family,50,5.7,1999
0.33324499999999996,14000000,18535191,An Ideal Husband,Cate Blanchett|Minnie Driver|Rupert Everett|Julianne Moore|Jeremy Northam,Oliver Parker,97,Drama|Comedy|Romance,23,6.4,1999
0.328409,17000000,65535067,Deuce Bigalow: Male Gigolo,Rob Schneider|William Forsythe|Eddie Griffin|Arija Bareikis|Oded Fehr,Mike Mitchell,88,Comedy,154,5.3,1999
0.323791,25000000,4152230,Idle Hands,Devon Sawa|Seth Green|Jessica Alba|Vivica A. Fox|Christopher Hart,Rodman Flender|Christian P. Della Penna,92,Thriller|Comedy|Horror,83,6.1,1999
0.322499,55000000,100230832,Any Given Sunday,Al Pacino|Cameron Diaz|Dennis Quaid|James Woods|Jamie Foxx,Oliver Stone,150,Drama,231,6.8,1999
0.322339,38000000,28121100,The Deep End of the Ocean,Michelle Pfeiffer|Treat Williams|Whoopi Goldberg|Jonathan Jackson|Cory Buck,Ulu Grosbard,106,Drama|Mystery,26,5.8,1999
0.312827,600000,4000000,Human Traffic,John Simm|Danny Dyer|Lorraine Pilkington|Shaun Parkes|Nicola Reynolds,Justin Kerrigan,99,Comedy|Drama,42,6.8,1999
0.312759,7000000,14011454,In Too Deep,Omar Epps|LL Cool J|Nia Long|Stanley Tucci|Hill Harper,Michael Rymer,97,Drama|Action|Thriller|Crime,10,6.5,1999
0.377269,13000000,8946237,Teaching Mrs. Tingle,Helen Mirren|Katie Holmes|Jeffrey Tambor|Molly Ringwald|Vivica A. Fox,Kevin Williamson,96,Comedy|Thriller,39,5.3,1999
0.285902,10000000,10571408,Drop Dead Gorgeous,Kirsten Dunst|Ellen Barkin|Denise Richards|Amy Adams|Kirstie Alley,Michael Patrick Jann,98,Comedy,41,6.2,1999
0.066504,9000000,34573780,The Best Man,Nia Long|Morris Chestnut|Harold Perrineau|Terrence Howard|Sanaa Lathan,Malcolm D. Lee,120,Drama|Comedy,22,7.8,1999
0.23141799999999998,6000000,4398989,Simply Irresistible,Sarah Michelle Gellar|Sean Patrick Flanery|Dylan Baker|Patricia Clarkson|Lawrence Gilliard Jr.,Mark Tarlov,95,Comedy,28,6.2,1999
0.272771,27000000,14859394,Music of the Heart,Meryl Streep|Angela Bassett|Cloris Leachman|Aidan Quinn|Michael Angarano,Wes Craven,124,Drama,25,6.7,1999
0.260903,28000000,8888143,"Mystery, Alaska",Russell Crowe|Hank Azaria|Mary McCormack|Burt Reynolds|Colm Meaney,Jay Roach,119,Comedy|Drama,35,5.8,1999
0.257431,50000000,13260050,The Mod Squad,Claire Danes|Giovanni Ribisi|Omar Epps|Dennis Farina|Josh Brolin,Scott Silver,92,Action|Mystery|Thriller,18,4.5,1999
0.25073,6000000,25059640,The Wood,Omar Epps|Richard T. Jones|Taye Diggs|Malinda Williams|Sean Nelson,Rick Famuyiwa,106,Comedy|Drama|Romance,24,7.6,1999
0.246669,6000000,6852450,200 Cigarettes,Ben Affleck|Casey Affleck|Dave Chappelle|Kate Hudson|Janeane Garofalo,Risa Bramon Garcia,101,Comedy|Drama|Romance,25,6.5,1999
0.24279699999999999,75000000,29000000,The Out-of-Towners,Steve Martin|Goldie Hawn|John Cleese|Mark McKinney|Jessica Cauffiel,Sam Weisman,90,Comedy,20,5.2,1999
0.23522300000000002,60000000,66976317,Joan of Arc,Milla Jovovich|Dustin Hoffman|Faye Dunaway|John Malkovich|Vincent Cassel,Luc Besson,148,Adventure|Drama|Action|History|War,209,6.1,1999
0.21624200000000002,20000000,1531251,Beowulf,Christopher Lambert|Rhona Mitra|Oliver Cotton|GÃ¶tz Otto|Vincent Hammond,Graham Baker,95,Action|Science Fiction|Thriller|Adventure|Horror,27,4.5,1999
0.212029,24000000,8434146,Play It to the Bone,Antonio Banderas|Woody Harrelson|Lolita Davidovich|Tom Sizemore|Lucy Liu,Ron Shelton,124,Comedy|Drama,20,5.3,1999
0.20441099999999998,1700000,1943649,"Happy, Texas",Steve Zahn|William H. Macy|Jeremy Northam|Ally Walker|Ron Perlman,Mark Illsley,98,Comedy|Crime,13,5.3,1999
0.198126,38000000,635096,Ride with the Devil,Tobey Maguire|Skeet Ulrich|Jeffrey Wright|Jewel|Jonathan Rhys Meyers,Ang Lee,138,Drama|War|Romance|Western,15,6.6,1999
0.195048,3000000,3076820,Jawbreaker,Rose McGowan|Julie Benz|Rebecca Gayheart|Carol Kane|Pam Grier,Darren Stein,87,Comedy,48,5.6,1999
0.187319,13000000,27500000,Dick,Kirsten Dunst|Michelle Williams|Will Ferrell|Dan Hedaya|Bruce McCulloch,Andrew Fleming,94,Comedy,33,5.7,1999
0.173433,25000000,12000000,The King and I,Miranda Richardson|Martin Vidnovic|Ian Richardson|Darrell Hammond|Christiane Noll,Richard Rich,87,Animation|Drama|Family,14,4.7,1999
0.16333699999999898,7000000,7292175,Outside Providence,Shawn Hatosy|Amy Smart|Alec Baldwin|Jon Abrahams|Richard Jenkins,Michael Corrente,96,Romance|Comedy|Drama,12,5.6,1999
0.11818699999999999,450000,2049595,Trick,Tori Spelling|Christian Campbell|John Paul Pitoc|Brad Beyer,Jim Fall,89,Comedy|Romance,10,6.5,1999
0.116694,12000000,36450736,Baby Geniuses,Kathleen Turner|Christopher Lloyd|Kim Cattrall|Peter MacNicol|Dom DeLuise,Bob Clark,97,Comedy|Family|Science Fiction,34,3.8,1999
0.238748,3800000,28200000,East Is East,Om Puri|Linda Bassett|Ian Aspinall|Jimi Mistry|Archie Panjabi,Damien O'Donnell,97,Comedy,24,6.5,1999
0.090186,1,100,Lost & Found,David Spade|Sophie Marceau|Ever Carradine|Stephanie Chang|Neal MacMillan,Jeff Pollack,95,Comedy|Romance,14,4.8,1999
0.079104,12000000,21001563,Tea with Mussolini,Cher|Judi Dench|Joan Plowright|Maggie Smith|Lily Tomlin,Franco Zeffirelli,117,Comedy|Drama|War,17,5.7,1999
8.575419,93000000,871368364,The Lord of the Rings: The Fellowship of the Ring,Elijah Wood|Ian McKellen|Viggo Mortensen|Liv Tyler|Orlando Bloom,Peter Jackson,178,Adventure|Fantasy|Action,6079,7.8,2001
8.021423,125000000,976475550,Harry Potter and the Philosopher's Stone,Daniel Radcliffe|Rupert Grint|Emma Watson|John Cleese|Robbie Coltrane,Chris Columbus,152,Adventure|Fantasy|Family,4265,7.2,2001
4.436367,15000000,20117339,Mulholland Drive,Naomi Watts|Laura Harring|Ann Miller|Dan Hedaya|Justin Theroux,David Lynch,147,Thriller|Drama|Mystery,709,7.4,2001
3.8510089999999995,6000000,1270522,Donnie Darko,Jake Gyllenhaal|Patrick Swayze|Drew Barrymore|Maggie Gyllenhaal|Holmes Osborne,Richard Kelly,113,Fantasy|Drama|Mystery,1777,7.5,2001
3.204295,115000000,562816256,"Monsters, Inc.",John Goodman|Billy Crystal|Mary Gibbs|Steve Buscemi|James Coburn,Lee Unkrich|David Silverman|Pete Docter,92,Fantasy|Animation|Family|Comedy,3899,7.3,2001
2.971372,100000000,235926552,A.I. Artificial Intelligence,Haley Joel Osment|Frances O'Connor|Sam Robards|Jake Thomas|Jude Law,Steven Spielberg,146,Drama|Science Fiction|Adventure,1133,6.6,2001
2.9185659999999998,60000000,484409218,Shrek,Mike Myers|Eddie Murphy|Cameron Diaz|John Lithgow|Vincent Cassel,Andrew Adamson|Vicky Jenson,90,Adventure|Animation|Comedy|Family|Fantasy,2284,7.1,2001
2.7173990000000003,25000000,281929795,Bridget Jones's Diary,RenÃ©e Zellweger|Colin Firth|Hugh Grant|Gemma Jones|Jim Broadbent,Sharon Maguire,97,Comedy|Romance|Drama,751,6.5,2001
2.642249,85000000,450717150,Ocean's Eleven,George Clooney|Brad Pitt|Matt Damon|Andy GarcÃ­a|Julia Roberts,Steven Soderbergh,116,Thriller|Crime,2645,7.0,2001
2.478879,140000000,449220945,Pearl Harbor,Ben Affleck|Josh Hartnett|Kate Beckinsale|Cuba Gooding Jr.|Jon Voight,Michael Bay,183,History|Romance|War,1044,6.6,2001
2.449323,98000000,433013274,The Mummy Returns,Brendan Fraser|Rachel Weisz|John Hannah|Arnold Vosloo|Oded Fehr,Stephen Sommers,130,Action|Adventure|Drama|Fantasy|Horror,1372,5.8,2001
2.2172389999999997,120000000,186053725,Atlantis: The Lost Empire,Michael J. Fox|Corey Burton|Claudia Christian|James Garner|John Mahoney,Gary Trousdale|Kirk Wise,95,Animation|Family|Adventure|Science Fiction,689,6.5,2001
2.179727,115000000,274703340,Lara Croft: Tomb Raider,Angelina Jolie|Jon Voight|Iain Glen|Noah Taylor|Daniel Craig,Simon West,100,Adventure|Fantasy|Action|Thriller,1510,5.6,2001
2.169826,60000000,313542341,A Beautiful Mind,Russell Crowe|Ed Harris|Jennifer Connelly|Christopher Plummer|Paul Bettany,Ron Howard,135,Drama|Romance,1786,7.5,2001
2.116602,30000000,287553595,American Pie 2,Jason Biggs|Thomas Ian Nicholas|Chris Klein|Seann William Scott|Eddie Kaye Thomas,J.B. Rogers,108,Comedy|Romance,777,5.9,2001
2.061559,37000000,165335153,The Princess Diaries,Anne Hathaway|Julie Andrews|Heather Matarazzo|Robert Schwartzman|HÃ©ctor Elizondo,Garry Marshall,115,Comedy|Family|Romance,534,6.3,2001
1.925281,52500000,179213434,Moulin Rouge!,Nicole Kidman|Ewan McGregor|John Leguizamo|Jim Broadbent|Richard Roxburgh,Baz Luhrmann,127,Romance|Drama|Music,714,7.2,2001
1.862114,100000000,362211740,Planet of the Apes,Mark Wahlberg|Tim Roth|Helena Bonham Carter|Michael Clarke Duncan|Kris Kristofferson,Tim Burton,119,Thriller|Science Fiction|Action|Adventure,702,5.5,2001
1.857978,21000000,71441250,The Royal Tenenbaums,Gene Hackman|Anjelica Huston|Ben Stiller|Gwyneth Paltrow|Luke Wilson,Wes Anderson,110,Comedy|Drama,679,7.3,2001
1.846848,53000000,83282296,Blow,Johnny Depp|PenÃ©lope Cruz|Ethan Suplee|Ray Liotta|Franka Potente,Ted Demme,124,Crime|Drama,788,7.3,2001
1.839325,70000000,96976270,Enemy at the Gates,Jude Law|Rachel Weisz|Ed Harris|Joseph Fiennes|Bob Hoskins,Jean-Jacques Annaud,131,War,583,7.1,2001
1.735123,92000000,172989651,Black Hawk Down,Josh Hartnett|Ewan McGregor|Jason Isaacs|Tom Sizemore|William Fichtner,Ridley Scott,144,Action|History|War,1201,7.1,2001
1.6977529999999899,18000000,141774679,Legally Blonde,Reese Witherspoon|Luke Wilson|Selma Blair|Matthew Davis|Victor Garber,Robert Luketic,96,Comedy,480,6.1,2001
1.692141,65000000,117487473,A Knight's Tale,Heath Ledger|Rufus Sewell|Shannyn Sossamon|Paul Bettany|Laura Fraser,Brian Helgeland,132,Adventure|Drama|Romance|Action,521,6.5,2001
1.581446,28000000,60780981,Zoolander,Ben Stiller|Owen Wilson|Christine Taylor|Will Ferrell|Milla Jovovich,Ben Stiller,89,Comedy,791,6.1,2001
1.456526,16000000,66468332,Not Another Teen Movie,Chyler Leigh|Chris Evans|Jaime Pressly|Eric Christian Olsen|Mia Kirshner,Joel Gallen,89,Comedy,223,5.3,2001
1.450364,45000000,141220678,Scary Movie 2,Anna Faris|Marlon Wayans|James DeBello|Shawn Wayans|David Cross,Keenen Ivory Wayans,83,Comedy,474,5.5,2001
1.447916,90000000,347325802,Rush Hour 2,"Chris Tucker|Jackie Chan|Zhang Ziyi|Roselyn SÃ¡nchez|Ernie Reyes, Jr.",Brett Ratner,90,Action|Comedy|Crime|Thriller,622,6.5,2001
1.4460629999999999,45000000,104876233,Training Day,Denzel Washington|Ethan Hawke|Scott Glenn|Tom Berenger|Harris Yulin,Antoine Fuqua,122,Action|Crime|Drama|Thriller,1029,7.2,2001
1.406682,17000000,209947037,The Others,Nicole Kidman|Christopher Eccleston|Alakina Mann|James Bentley|Eric Sykes,Alejandro AmenÃ¡bar,101,Horror|Drama|Mystery|Thriller,872,7.1,2001
1.213215,25000000,80936232,Jimmy Neutron: Boy Genius,Debi Derryberry|Megan Cavanagh|Mark DeCarlo|Jeffrey Garcia|Patrick Stewart,John A. Davis,83,Adventure|Fantasy|Animation|Action|Comedy,139,5.5,2001
1.20913,22000000,33788161,Jay and Silent Bob Strike Back,Kevin Smith|Jason Mewes|Ben Affleck|Jeff Anderson|Brian O'Halloran,Kevin Smith,104,Comedy,244,6.3,2001
1.195555,28000000,77516304,Serendipity,John Cusack|Kate Beckinsale|Jeremy Piven|Bridget Moynahan|Eugene Levy,Peter Chelsom,90,Comedy|Romance,310,6.6,2001
1.134012,60000000,93375151,Cats & Dogs,Jeff Goldblum|Elizabeth Perkins|Alexander Pollock|Miriam Margolyes|Tobey Maguire,Lawrence Guterman,87,Comedy|Family,182,5.0,2001
1.1318780000000002,68000000,203388341,Vanilla Sky,Tom Cruise|PenÃ©lope Cruz|Cameron Diaz|Kurt Russell|Jason Lee,Cameron Crowe,136,Drama|Mystery|Romance|Science Fiction|Thriller,628,6.3,2001
1.065364,25000000,64437847,Kiss of the Dragon,Jet Li|Bridget Fonda|TchÃ©ky Karyo|Max Ryan|Ric Young,Chris Nahon,98,Action|Crime|Thriller,152,6.3,2001
1.063015,92000000,143049560,Spy Game,Robert Redford|Brad Pitt|Catherine McCormack|Stephen Dillane|Larry Bryggman,Tony Scott,126,Action|Crime|Thriller,342,6.5,2001
1.062734,102000000,147080413,Swordfish,John Travolta|Hugh Jackman|Halle Berry|Don Cheadle|Sam Shepard,Dominic Sena,99,Action|Crime|Thriller,606,6.0,2001
1.061903,40000000,141069860,Shallow Hal,Gwyneth Paltrow|Jack Black|Jason Alexander|Joe Viterelli|Bruce McGill,Bobby Farrelly|Peter Farrelly,114,Comedy|Romance,394,5.5,2001
0.9769969999999999,30000000,17833000,AntiTrust,Ryan Phillippe|Rachael Leigh Cook|Tim Robbins|Claire Forlani|Richard Roundtree,Peter Howitt,108,Action|Crime|Drama,82,5.6,2001
0.9742219999999999,137000000,85131830,Final Fantasy: The Spirits Within,Donald Sutherland|Ming-Na Wen|Alec Baldwin|Ving Rhames|Steve Buscemi,Hironobu Sakaguchi|Motonori Sakakibara,106,Adventure|Action|Animation|Fantasy|Science Fiction,257,5.6,2001
0.9454290000000001,42000000,35402320,Original Sin,Angelina Jolie|Antonio Banderas|Gregory Itzin|Jack Thompson|Allison Mackie,Michael Cristofer,118,Drama|Thriller|Mystery|Romance,115,5.8,2001
0.913069,70000000,176104344,Dr. Dolittle 2,Eddie Murphy|Kristen Wilson|Raven-SymonÃ©|Kyla Pratt|Mandy Moore,Steve Carr,87,Comedy|Family|Romance|Fantasy,233,4.9,2001
0.9047200000000001,40000000,91753202,Behind Enemy Lines,Owen Wilson|Gene Hackman|Gabriel Macht|Charles Malik Whitfield|David Keith,John Moore,106,Action|Drama|Thriller|War,270,5.9,2001
0.899763999999999,10000000,59217789,Jeepers Creepers,Gina Philips|Justin Long|Jonathan Breck|Patricia Belcher|Eileen Brennan,Victor Salva,90,Horror|Thriller,384,6.0,2001
0.8752989999999989,35000000,74558115,From Hell,Johnny Depp|Heather Graham|Ian Holm|Robbie Coltrane|Ian Richardson,Albert Hughes|Allen Hughes,122,Horror|Mystery|Thriller,399,6.4,2001
0.8654069999999989,72000000,27642707,The Last Castle,Robert Redford|James Gandolfini|Mark Ruffalo|Steve Burton|Delroy Lindo,Rod Lurie,131,Action|Drama|Thriller,154,7.1,2001
0.8442350000000001,60000000,105178561,Along Came a Spider,Morgan Freeman|Monica Potter|Michael Wincott|Dylan Baker|Mika Boorem,Lee Tamahori,104,Crime|Mystery|Thriller|Action,215,5.8,2001
0.813396,3000000,18492362,Super Troopers,Jay Chandrasekhar|Steve Lemme|Kevin Heffernan|Paul Soter|Geoffrey Arend,Jay Chandrasekhar,100,Comedy|Crime|Mystery,224,6.7,2001
0.798104,35000000,94728529,The Wedding Planner,Jennifer Lopez|Matthew McConaughey|Justin Chambers|Joanna Gleason|Lou Myers,Adam Shankman,103,Comedy,245,5.4,2001
0.7878350000000001,48000000,85498534,Rat Race,Cuba Gooding Jr.|Seth Green|Whoopi Goldberg|Breckin Meyer|Amy Smart,Jerry Zucker,112,Adventure|Comedy,261,5.9,2001
0.7817470000000001,19800000,87754044,Gosford Park,Helen Mirren|Clive Owen|Maggie Smith|Geraldine Somerville|Jeremy Northam,Robert Altman,137,Drama|Mystery|Thriller,107,6.6,2001
0.774598,11000000,16000000,Jason X,Kane Hodder|Lexa Doig|Chuck Campbell|Lisa Ryder|David Cronenberg,James Isaac,91,Horror|Science Fiction,138,4.3,2001
0.746989,57000000,147845033,The Mexican,Brad Pitt|Julia Roberts|James Gandolfini|J.K. Simmons|Gene Hackman,Gore Verbinski,123,Action|Comedy|Crime|Romance,258,5.7,2001
0.742951,23000000,36642838,Joy Ride,Steve Zahn|Paul Walker|Leelee Sobieski|Jessica Bowman|Stuart Stone,John Dahl,97,Mystery|Thriller|Drama,166,6.2,2001
0.731548,22000000,40270895,I Am Sam,Sean Penn|Michelle Pfeiffer|Dakota Fanning|Dianne Wiest|Marin Hinkle,Jessie Nelson,132,Drama,292,7.2,2001
0.693522,57000000,16991902,Rock Star,Mark Wahlberg|Jennifer Aniston|Jason Flemyng|Dominic West|Jason Bonham,Stephen Herek,105,Music|Drama|Comedy,100,5.9,2001
0.676114,48000000,50315140,K-PAX,Jeff Bridges|Kevin Spacey|Mary McCormack|Alfre Woodard|Ajay Naidu,Iain Softley,120,Drama|Science Fiction,330,7.0,2001
0.65104,50000000,100020092,Don't Say a Word,Michael Douglas|Sean Bean|Brittany Murphy|Skye McCole Bartusiak|Guy Torry,Gary Fleder,113,Thriller,106,6.1,2001
0.6353770000000001,21150000,39438674,Crocodile Dundee in Los Angeles,Paul Hogan|Linda Kozlowski|Jere Burns|Jonathan Banks|Alec Wilson,Simon Wincer,92,Adventure|Comedy,75,4.8,2001
0.625438,11000000,13110448,Frailty,Bill Paxton|Matthew McConaughey|Powers Boothe|Matt O'Leary|Jeremy Sumpter,Bill Paxton,100,Drama|Thriller|Crime,136,6.8,2001
0.612923,53000000,29700000,Angel Eyes,Jennifer Lopez|Jim Caviezel|Jeremy Sisto|Terrence Howard|SÃ´nia Braga,Luis Mandoki,102,Drama|Romance|Thriller,51,5.6,2001
0.589432,31000000,24185781,Hearts in Atlantis,Anthony Hopkins|Anton Yelchin|Hope Davis|Mika Boorem|David Morse,Scott Hicks,101,Drama|Mystery,60,6.3,2001
0.578314999999999,30000000,23619609,The Glass House,Leelee Sobieski|Diane Lane|Stellan SkarsgÃ¥rd|Bruce Dern|Kathy Baker,Daniel Sackheim,106,Drama|Thriller,108,5.3,2001
0.572909,60000000,56359980,15 Minutes,Robert De Niro|Charlize Theron|Edward Burns|Kelsey Grammer|Avery Brooks,John Herzfeld,120,Action|Crime|Thriller,84,5.7,2001
0.5658770000000001,32000000,40222729,Hardball,Keanu Reeves|Diane Lane|Michael B. Jordan|D. B. Sweeney|John Hawkes,Brian Robbins,106,Comedy|Romance,62,6.4,2001
0.561179,80000000,98376292,Evolution,David Duchovny|Julianne Moore|Orlando Jones|Seann William Scott|Ted Levine,Ivan Reitman,101,Action|Comedy|Science Fiction,362,5.4,2001
0.554186,107000000,87713825,Ali,Will Smith|Jamie Foxx|Jon Voight|Mario Van Peebles|Ron Silver,Michael Mann,157,Drama,253,6.7,2001
0.5307029999999989,1500000,373967,Session 9,Peter Mullan|David Caruso|Stephen Gevedon|Josh Lucas|Brendan Sexton III,Brad Anderson,100,Horror|Mystery,94,6.0,2001
0.526992,68000000,71069884,The Score,Robert De Niro|Edward Norton|Marlon Brando|Angela Bassett|Paul Soles,Frank Oz,124,Action|Crime|Thriller,217,6.6,2001
0.522846,4000000,44909486,Monster's Ball,Halle Berry|Billy Bob Thornton|Heath Ledger|Sean Combs|Coronji Calhoun,Marc Forster,111,Drama|Romance,107,6.4,2001
0.521071,17700000,30987695,Joe Dirt,David Spade|Brittany Daniel|Dennis Miller|Adam Beach|Jaime Pressly,Dennie Gordon,91,Mystery|Adventure|Comedy|Romance|Drama,122,5.5,2001
0.510452,50000000,79958599,Exit Wounds,Steven Seagal|DMX|Isaiah Washington|Anthony Anderson|Bill Duke,Andrzej Bartkowiak,101,Action|Crime|Thriller,52,5.0,2001
0.5098779999999989,21000000,28008462,The Tailor of Panama,Pierce Brosnan|Geoffrey Rush|Jamie Lee Curtis|Leonor Varela|Brendan Gleeson,John Boorman,109,Drama|Thriller,45,5.7,2001
0.49961099999999997,40000000,65754228,Sweet November,Keanu Reeves|Charlize Theron|Jason Isaacs|Greg Germann|Lauren Graham,Pat O'Connor,119,Drama|Romance,157,6.5,2001
0.499301,12000000,31155435,How High,Method Man|Redman|Obba BabatundÃ©|Mike Epps|Anna Maria Horsford,Jesse Dylan,93,Comedy,126,6.5,2001
0.493288,11000000,23430766,Tomcats,Jerry O'Connell|Shannon Elizabeth|Jake Busey|Horatio Sanz|Bernie Casey,Gregory Poirier,95,Comedy|Romance,37,4.8,2001
0.472538,72000000,37317558,The Majestic,Jim Carrey|Martin Landau|Laurie Holden|David Ogden Stiers|Hal Holbrook,Frank Darabont,152,Drama|Romance,82,6.5,2001
0.471789,62000000,18720175,3000 Miles to Graceland,Kurt Russell|Kevin Costner|Courteney Cox|Christian Slater|Kevin Pollak,Demian Lichtenstein,125,Action|Adventure|Comedy|Thriller|Crime,85,5.4,2001
0.467091,100000,490475,Tape,Uma Thurman|Ethan Hawke|Robert Sean Leonard,Richard Linklater,86,Drama,28,6.6,2001
0.453846,2079000,4099000,Dil Chahta Hai,Aamir Khan|Saif Ali Khan|Akshaye Khanna|Preity Zinta|Sonali Kulkarni,Farhan Akhtar,183,Drama|Romance,32,7.3,2001
0.451722,28000000,14010832,Ghosts of Mars,Natasha Henstridge|Ice Cube|Jason Statham|Clea DuVall|Pam Grier,John Carpenter,98,Action|Horror|Science Fiction,135,4.6,2001
0.447612,22000000,19351569,Saving Silverman,Jason Biggs|Steve Zahn|Jack Black|Amanda Peet|Amanda Detmer,Dennis Dugan,90,Comedy|Romance|Crime,75,5.2,2001
0.44392299999999996,48000000,35743308,Riding in Cars with Boys,Drew Barrymore|Steve Zahn|Adam Garcia|Brittany Murphy|Logan Lerman,Penny Marshall,132,Comedy|Drama|Romance,54,6.4,2001
0.439101,75000000,13596911,Osmosis Jones,Chris Rock|Laurence Fishburne|David Hyde Pierce|Brandy Norwood|Bill Murray,Bobby Farrelly|Peter Farrelly,95,Adventure|Animation|Action|Comedy|Family,128,5.6,2001
0.42129300000000003,14000000,10424470,Head Over Heels,Monica Potter|Freddie Prinze Jr.|Shalom Harlow|Ivana MiliÄeviÄ‡|Sarah Murdoch,Mark Waters,86,Comedy|Romance,43,5.3,2001
0.414311,38000000,207283925,The Fast and the Furious,Paul Walker|Vin Diesel|Michelle Rodriguez|Jordana Brewster|Rick Yune,Rob Cohen,106,Action|Crime|Thriller,2505,6.4,2001
0.40848,6000000,705308,Human Nature,Patricia Arquette|Tim Robbins|Rhys Ifans|Miranda Otto|Rosie Perez,Michel Gondry,96,Drama|Comedy,30,5.7,2001
0.405522,13000000,91038276,Save the Last Dance,Julia Stiles|Sean Patrick Thomas|Kerry Washington|Fredro Starr|Terry Kinney,Thomas Carter,112,Drama|Family|Romance|Music,194,6.4,2001
0.386262,35000000,147934180,Spy Kids,Alexa PenaVega|Daryl Sabara|Antonio Banderas|Carla Gugino|Alan Cumming,Robert Rodriguez,88,Action|Comedy|Family|Adventure,467,5.5,2001
0.38279,35000000,29400000,The Pledge,Jack Nicholson|Aaron Eckhart|Helen Mirren|Robin Wright|Vanessa Redgrave,Sean Penn,123,Crime|Drama|Mystery|Thriller,84,6.1,2001
0.381751,75000000,67631903,Bandits,Bruce Willis|Billy Bob Thornton|Cate Blanchett|Troy Garity|William Converse-Roberts,Barry Levinson,123,Action|Comedy|Crime|Romance,173,6.1,2001
0.380227,22000000,84772742,The Animal,Rob Schneider|Colleen Haskell|John C. McGinley|Ed Asner|Guy Torry,Luke Greenfield,84,Action|Comedy,145,4.5,2001
0.37985599999999997,15000000,12000000,Knockaround Guys,Barry Pepper|Andy Davoli|Seth Green|Vin Diesel|John Malkovich,Brian Koppelman|David Levien,92,Crime|Thriller,46,5.7,2001
0.541416,13000000,16929123,Crazy/Beautiful,Kirsten Dunst|Jay Hernandez|Bruce Davison|Herman Osorio|Miguel Castro,John Stockwell,99,Drama|Romance,57,6.6,2001
0.20867,94000000,54744738,Driven,Kip Pardue|Robert Sean Leonard|Til Schweiger|Estella Warren|Sylvester Stallone,Renny Harlin,116,Action,90,4.8,2001
0.348262,24000000,14782676,Out Cold,Jason London|Lee Majors|Zach Galifianakis|David Koechner|Willie Garson,Brendan Malloy|Emmett Malloy,89,Comedy,28,6.1,2001
0.328665,35000000,13678913,American Outlaws,Colin Farrell|Scott Caan|Ali Larter|Gabriel Macht|Gregory Smith,Les Mayfield,94,Action|Western,26,5.8,2001
0.324227,87000000,351692268,Hannibal,Anthony Hopkins|Julianne Moore|Gary Oldman|Ray Liotta|David Andrews,Ridley Scott,131,Crime|Drama|Thriller|Horror,772,6.3,2001
0.323191,75000000,54249294,Domestic Disturbance,John Travolta|Vince Vaughn|Teri Polo|Matt O'Leary|Steve Buscemi,Harold Becker,89,Mystery|Thriller|Crime,50,5.4,2001
0.501163,10000000,44460850,Recess: School's Out,Rickey D'Shon Collins|Jason Davis|Ashley Johnson|Courtland Mead|Pamela Adlon,Chuck Sheetz,83,Animation|Comedy|Family,42,6.5,2001
0.299969,34000000,19693891,Summer Catch,Freddie Prinze Jr.|Jessica Biel|Fred Ward|Matthew Lillard|Brian Dennehy,Mike Tollin,108,Drama|Comedy|Romance,35,4.8,2001
0.274314,5000000,295206,Wet Hot American Summer,Janeane Garofalo|David Hyde Pierce|Michael Showalter|Marguerite Moreau|Paul Rudd,David Wain,97,Comedy,163,6.5,2001
0.353327,1500000,416925,The Believer,Ryan Gosling|Summer Phoenix|Theresa Russell|Billy Zane|Joshua Harto,Henry Bean,98,Drama,78,6.8,2001
0.269944,12000000,17292381,Max Keeble's Big Move,Alex D. Linz|Zena Grey|Nora Dunn|Larry Miller|Josh Peck,Tim Hill,86,Comedy|Family|Fantasy|Science Fiction,18,5.3,2001
