popularity,budget,revenue,original_title,director,runtime,genres,production_companies,vote_count,vote_average,release_year
0.725013,29000000,50041732,Stigmata,Rupert Wainwright,103,Horror|Thriller,FGM Entertainment|Metro-Goldwyn-Mayer (MGM),103,5.8,1999
0.716336,12000000,21133087,Stir of Echoes,David Koepp,99,Horror|Mystery|Thriller,Artisan Entertainment,155,6.3,1999
0.682531,37000000,48451803,Magnolia,Paul Thomas Anderson,188,Drama,New Line Cinema|Ghoulardi Film Company|The Magnolia Project,430,7.3,1999
0.6710699999999991,51000000,36911617,The Bachelor,Gary Sinyor,101,Comedy,New Line Cinema|George Street Pictures|The Lloyd Segan Company,46,4.5,1999
0.654013,75000000,14010690,Virus,John Bruno,99,Horror|Action|Science Fiction,Universal Pictures|BBC Films|Dark Horse Entertainment|Toho-Towa|Mutual Film Company,60,4.9,1999
0.6403310000000001,40000000,128798265,The Talented Mr. Ripley,Anthony Minghella,139,Thriller|Crime|Drama,Paramount Pictures|Miramax Films|Timnick Films|Mirage Enterprises,435,6.9,1999
0.637814,27000000,56870414,Lake Placid,Steve Miner,82,Horror|Comedy|Action|Science Fiction|Thriller,Fox 2000 Pictures|Phoenix Pictures|Rocking Chair Productions,112,5.3,1999
0.63765,34000000,4217115,Detroit Rock City,Adam Rifkin,95,Comedy,New Line Cinema,38,6.4,1999
0.636432,68000000,29762011,Mystery Men,Kinka Usher,121,Adventure|Fantasy|Action|Comedy|Science Fiction,Universal Pictures|Dark Horse Entertainment|Golar Productions,115,5.4,1999
0.617279,80000000,90874570,Fantasia 2000,Paul Brizzi|Hendel Butoy|Francis Glebas|Eric Goldberg|Don Hahn|Pixote Hunt|James Algar|GaÃ«tan Brizzi,74,Music|Animation|Family|Fantasy,Walt Disney Pictures|Walt Disney Television Animation|Richard Purdum Productions|Walt Disney Feature Animation,168,6.9,1999
0.614402,6500000,28451622,Go,Doug Liman,98,Crime|Comedy|Thriller,Columbia Pictures,82,6.9,1999
0.614007,25000000,84565230,Never Been Kissed,Raja Gosnell,107,Romance|Comedy|Drama,Fox 2000 Pictures|Flower Films (II)|Bushwood Pictures|Never Been Kissed Productions,196,5.7,1999
0.585123,75000000,108000000,Three Kings,David O. Russell,114,Action|Adventure|Comedy,Village Roadshow Pictures|Atlas Entertainment|Warner Bros.|Village-A.M. Partnership|Coast Ridge,412,6.3,1999
0.581756,82000000,47434430,Man on the Moon,MiloÅ¡ Forman,118,Comedy|Drama|Romance,Mutual Film Company,226,6.6,1999
0.566661,25000000,13000000,Brokedown Palace,Jonathan Kaplan,100,Drama|Thriller,Twentieth Century Fox Film Corporation|Fox 2000 Pictures|Adam Fields Productions|Two Girls Productions,52,6.3,1999
0.5480970000000001,19000000,40846082,House on Haunted Hill,William Malone,93,Horror|Mystery|Thriller,Dark Castle Entertainment|Warner Bros.,84,5.6,1999
0.508128,48000000,124305181,The Thomas Crown Affair,John McTiernan,113,Drama|Comedy|Crime|Romance,United Artists|Irish Dreamtime,196,6.7,1999
0.5034609999999989,64000000,74608570,Random Hearts,Sydney Pollack,133,Drama|Romance,Columbia Pictures,32,5.3,1999
0.501242,15000000,2856712,eXistenZ,David Cronenberg,97,Action|Thriller|Science Fiction|Horror,Alliance Atlantis Communications|Natural Nylon Entertainment|Serendipity Point Films|TÃ©lÃ©film Canada|The Harold Greenberg Fund,229,6.6,1999
0.49836499999999995,23000000,10827816,The End of the Affair,Neil Jordan,102,Drama,Columbia Pictures Corporation,24,6.1,1999
0.49601000000000006,65000000,117758500,Blue Streak,Les Mayfield,93,Thriller|Action|Comedy|Crime,Columbia Pictures,202,6.0,1999
0.480421,21000000,17762705,The Rage: Carrie 2,Katt Shea,104,Horror|Thriller|Science Fiction,United Artists|Red Bank Films,33,5.1,1999
0.47073999999999994,10000000,5241315,Black and White,James Toback,98,Drama,Bigel / Mailer Films|Palm Pictures,11,4.7,1999
0.454992,25000000,15156200,The Corruptor,James Foley,110,Action|Crime|Mystery|Thriller,New Line Cinema|Illusion Entertainment Group,30,6.1,1999
0.41861099999999996,45000000,10667893,Universal Soldier: The Return,Mic Rodgers,82,Action|Science Fiction,TriStar Pictures|Baumgarten-Prophet Entertainment,74,4.5,1999
0.393985,70000000,11263966,Chill Factor,Hugh Johnson,101,Action|Comedy|Thriller,Warner Bros.|Morgan Creek Productions,16,5.4,1999
0.383326,80000000,73345029,Life,Ted Demme,108,Comedy|Crime|Drama,Imagine Entertainment|Universal Pictures,87,6.6,1999
0.382872,23000000,18653615,Anywhere But Here,Wayne Wang,114,Drama|Comedy|Romance,Twentieth Century Fox Film Corporation|Fox 2000 Pictures,42,5.9,1999
0.378188,75000000,19598588,The Astronaut's Wife,Rand Ravich,109,Drama|Science Fiction|Thriller,New Line Cinema|Mad Chance,132,5.4,1999
0.88284,65000000,36850101,My Favorite Martian,Donald Petrie,94,Comedy|Drama|Family|Science Fiction,Walt Disney Pictures,43,5.2,1999
0.274419,10000000,3193102,The Limey,Steven Soderbergh,89,Drama|Action|Thriller|Crime|Mystery,Artisan Entertainment,38,6.6,1999
0.35206,25,13,Angela's Ashes,Alan Parker,145,Drama,Paramount Pictures|Universal Pictures,24,7.0,1999
0.5737180000000001,50000000,58900031,The Story of Us,Rob Reiner,95,Comedy|Drama|Romance,Universal Pictures|Castle Rock Entertainment,42,5.9,1999
0.25754699999999997,8000000,17843379,Drive Me Crazy,John Schultz,91,Drama|Comedy|Romance|Family,Twentieth Century Fox Film Corporation|Grand March Productions|Amy Robinson Productions,34,5.9,1999
1.104937,24000000,16290976,Muppets from Space,Tim Hill,87,Fantasy|Comedy|Science Fiction|Family,"Columbia Pictures|Jim Henson Company, The",50,5.7,1999
0.33324499999999996,14000000,18535191,An Ideal Husband,Oliver Parker,97,Drama|Comedy|Romance,Miramax Films|Pyramide Productions,23,6.4,1999
0.328409,17000000,65535067,Deuce Bigalow: Male Gigolo,Mike Mitchell,88,Comedy,Happy Madison Productions|Quinta Communications|Touchstone Pictures,154,5.3,1999
0.323791,25000000,4152230,Idle Hands,Rodman Flender|Christian P. Della Penna,92,Thriller|Comedy|Horror,Columbia Pictures Corporation|Team Todd|Licht/Mueller Film Corporation,83,6.1,1999
0.322499,55000000,100230832,Any Given Sunday,Oliver Stone,150,Drama,Donners' Company|Ixtlan|Warner Bros.,231,6.8,1999
0.322339,38000000,28121100,The Deep End of the Ocean,Ulu Grosbard,106,Drama|Mystery,Columbia Pictures Corporation|Mandalay Entertainment,26,5.8,1999
0.312827,600000,4000000,Human Traffic,Justin Kerrigan,99,Comedy|Drama,Irish Screen,42,6.8,1999
0.312759,7000000,14011454,In Too Deep,Michael Rymer,97,Drama|Action|Thriller|Crime,Suntaur Entertainment Company,10,6.5,1999
0.377269,13000000,8946237,Teaching Mrs. Tingle,Kevin Williamson,96,Comedy|Thriller,Konrad Pictures|Dimension Films|Interscope Communications,39,5.3,1999
0.285902,10000000,10571408,Drop Dead Gorgeous,Michael Patrick Jann,98,Comedy,New Line Cinema|Capella International|KC Medien AG,41,6.2,1999
0.066504,9000000,34573780,The Best Man,Malcolm D. Lee,120,Drama|Comedy,Universal Pictures|40 Acres & A Mule Filmworks,22,7.8,1999
0.23141799999999998,6000000,4398989,Simply Irresistible,Mark Tarlov,95,Comedy,20th Century Fox|Regency Enterprises|New Regency Pictures|Taurus Film|Polar Entertainment Corporation,28,6.2,1999
0.272771,27000000,14859394,Music of the Heart,Wes Craven,124,Drama,Craven-Maddalena Films|Miramax,25,6.7,1999
0.260903,28000000,8888143,"Mystery, Alaska",Jay Roach,119,Comedy|Drama,Hollywood Pictures,35,5.8,1999
0.257431,50000000,13260050,The Mod Squad,Scott Silver,92,Action|Mystery|Thriller,Metro-Goldwyn-Mayer (MGM),18,4.5,1999
0.25073,6000000,25059640,The Wood,Rick Famuyiwa,106,Comedy|Drama|Romance,MTV Films,24,7.6,1999
0.246669,6000000,6852450,200 Cigarettes,Risa Bramon Garcia,101,Comedy|Drama|Romance,Paramount Pictures,25,6.5,1999
0.24279699999999999,75000000,29000000,The Out-of-Towners,Sam Weisman,90,Comedy,Paramount Pictures|Cherry Alley Productions,20,5.2,1999
0.23522300000000002,60000000,66976317,Joan of Arc,Luc Besson,148,Adventure|Drama|Action|History|War,Columbia Pictures|Gaumont,209,6.1,1999
0.21624200000000002,20000000,1531251,Beowulf,Graham Baker,95,Action|Science Fiction|Thriller|Adventure|Horror,CTV International,27,4.5,1999
0.212029,24000000,8434146,Play It to the Bone,Ron Shelton,124,Comedy|Drama,Touchstone Pictures,20,5.3,1999
0.20441099999999998,1700000,1943649,"Happy, Texas",Mark Illsley,98,Comedy|Crime,Miramax Films|Marked Entertainment,13,5.3,1999
0.198126,38000000,635096,Ride with the Devil,Ang Lee,138,Drama|War|Romance|Western,Universal Pictures|Good Machine,15,6.6,1999
0.195048,3000000,3076820,Jawbreaker,Darren Stein,87,Comedy,TriStar Pictures|Crossroads Films|Kramer-Tornell Productions,48,5.6,1999
0.187319,13000000,27500000,Dick,Andrew Fleming,94,Comedy,Columbia Pictures,33,5.7,1999
0.173433,25000000,12000000,The King and I,Richard Rich,87,Animation|Drama|Family,Rankin/Bass Productions|Warner Bros. Animation|NEST Family Entertainment|Rich Animation Studios|Warner Bros.,14,4.7,1999
0.16333699999999898,7000000,7292175,Outside Providence,Michael Corrente,96,Romance|Comedy|Drama,Miramax Films|Eagle Beach Productions,12,5.6,1999
0.11818699999999999,450000,2049595,Trick,Jim Fall,89,Comedy|Romance,Fine Line Features,10,6.5,1999
0.116694,12000000,36450736,Baby Geniuses,Bob Clark,97,Comedy|Family|Science Fiction,TriStar Pictures|Crystal Sky Worldwide|Triumph,34,3.8,1999
0.238748,3800000,28200000,East Is East,Damien O'Donnell,97,Comedy,BBC|Assassin Films|Film4,24,6.5,1999
0.090186,1,100,Lost & Found,Jeff Pollack,95,Comedy|Romance,Alcon Entertainment|Dinamo Entertainment,14,4.8,1999
0.079104,12000000,21001563,Tea with Mussolini,Franco Zeffirelli,117,Comedy|Drama|War,Medusa Produzione|Cattleya|Cineritmo|Film and General Productions,17,5.7,1999
8.575419,93000000,871368364,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,178,Adventure|Fantasy|Action,WingNut Films|New Line Cinema|The Saul Zaentz Company,6079,7.8,2001
8.021423,125000000,976475550,Harry Potter and the Philosopher's Stone,Chris Columbus,152,Adventure|Fantasy|Family,1492 Pictures|Warner Bros.|Heyday Films,4265,7.2,2001
4.436367,15000000,20117339,Mulholland Drive,David Lynch,147,Thriller|Drama|Mystery,Asymmetrical Productions|Les Films Alain Sarde|Babbo Inc.|The Picture Factory|Canal+,709,7.4,2001
3.8510089999999995,6000000,1270522,Donnie Darko,Richard Kelly,113,Fantasy|Drama|Mystery,Pandora Cinema|Flower Films|Adam Fields Productions,1777,7.5,2001
3.204295,115000000,562816256,"Monsters, Inc.",Lee Unkrich|David Silverman|Pete Docter,92,Fantasy|Animation|Family|Comedy,Walt Disney Pictures|Pixar Animation Studios,3899,7.3,2001
2.971372,100000000,235926552,A.I. Artificial Intelligence,Steven Spielberg,146,Drama|Science Fiction|Adventure,DreamWorks SKG|Amblin Entertainment|Stanley Kubrick Productions|Warner Bros.,1133,6.6,2001
2.9185659999999998,60000000,484409218,Shrek,Andrew Adamson|Vicky Jenson,90,Adventure|Animation|Comedy|Family|Fantasy,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation,2284,7.1,2001
2.7173990000000003,25000000,281929795,Bridget Jones's Diary,Sharon Maguire,97,Comedy|Romance|Drama,Miramax Films|Universal Pictures|Studio Canal|Working Title Films|Little Bird,751,6.5,2001
2.642249,85000000,450717150,Ocean's Eleven,Steven Soderbergh,116,Thriller|Crime,Village Roadshow Pictures|Section Eight|NPV Entertainment|Jerry Weintraub Productions|Warner Bros.,2645,7.0,2001
2.478879,140000000,449220945,Pearl Harbor,Michael Bay,183,History|Romance|War,Jerry Bruckheimer Films|Touchstone Pictures,1044,6.6,2001
2.449323,98000000,433013274,The Mummy Returns,Stephen Sommers,130,Action|Adventure|Drama|Fantasy|Horror,Universal Pictures|Alphaville Films|Imhotep Productions,1372,5.8,2001
2.2172389999999997,120000000,186053725,Atlantis: The Lost Empire,Gary Trousdale|Kirk Wise,95,Animation|Family|Adventure|Science Fiction,Walt Disney Pictures|Walt Disney Feature Animation,689,6.5,2001
2.179727,115000000,274703340,Lara Croft: Tomb Raider,Simon West,100,Adventure|Fantasy|Action|Thriller,Paramount Pictures|Toho-Towa|Mutual Film Company|Lawrence Gordon Productions|British Broadcasting Corporation (BBC),1510,5.6,2001
2.169826,60000000,313542341,A Beautiful Mind,Ron Howard,135,Drama|Romance,Imagine Entertainment|DreamWorks SKG|Universal Pictures,1786,7.5,2001
2.116602,30000000,287553595,American Pie 2,J.B. Rogers,108,Comedy|Romance,Universal Pictures|Liveplanet|Zide-Perry Productions,777,5.9,2001
2.061559,37000000,165335153,The Princess Diaries,Garry Marshall,115,Comedy|Family|Romance,Walt Disney Pictures|BrownHouse Productions|Bottom of the Ninth Productions,534,6.3,2001
1.925281,52500000,179213434,Moulin Rouge!,Baz Luhrmann,127,Romance|Drama|Music,Bazmark Films|Twentieth Century Fox Film Corporation,714,7.2,2001
1.862114,100000000,362211740,Planet of the Apes,Tim Burton,119,Thriller|Science Fiction|Action|Adventure,"Twentieth Century Fox Film Corporation|Tim Burton Productions|Zanuck Company, The",702,5.5,2001
1.857978,21000000,71441250,The Royal Tenenbaums,Wes Anderson,110,Comedy|Drama,Touchstone Pictures,679,7.3,2001
1.846848,53000000,83282296,Blow,Ted Demme,124,Crime|Drama,New Line Cinema,788,7.3,2001
1.839325,70000000,96976270,Enemy at the Gates,Jean-Jacques Annaud,131,War,Paramount Pictures|Swanford Films|Mandalay Pictures|Little Bird|KC Medien,583,7.1,2001
1.735123,92000000,172989651,Black Hawk Down,Ridley Scott,144,Action|History|War,Jerry Bruckheimer Films|Revolution Studios|Scott Free Productions,1201,7.1,2001
1.6977529999999899,18000000,141774679,Legally Blonde,Robert Luketic,96,Comedy,Marc Platt Productions|Metro-Goldwyn-Mayer (MGM),480,6.1,2001
1.692141,65000000,117487473,A Knight's Tale,Brian Helgeland,132,Adventure|Drama|Romance|Action,Columbia Pictures Corporation|Escape Artists|Black and Blu Entertainment|Finestkind,521,6.5,2001
1.581446,28000000,60780981,Zoolander,Ben Stiller,89,Comedy,Paramount Pictures|Village Roadshow Pictures|NPV Entertainment|Scott Rudin Productions|Red Hour Productions,791,6.1,2001
1.456526,16000000,66468332,Not Another Teen Movie,Joel Gallen,89,Comedy,Original Film|Columbia Pictures Corporation|Neal H. Moritz Productions,223,5.3,2001
1.450364,45000000,141220678,Scary Movie 2,Keenen Ivory Wayans,83,Comedy,Gold/Miller Productions|Wayans Bros. Entertainment|Dimension Films|Brad Grey Pictures,474,5.5,2001
1.447916,90000000,347325802,Rush Hour 2,Brett Ratner,90,Action|Comedy|Crime|Thriller,New Line Cinema,622,6.5,2001
1.4460629999999999,45000000,104876233,Training Day,Antoine Fuqua,122,Action|Crime|Drama|Thriller,Village Roadshow Pictures|NPV Entertainment|Warner Bros.|Outlaw Productions (I)|WV Films II,1029,7.2,2001
1.406682,17000000,209947037,The Others,Alejandro AmenÃ¡bar,101,Horror|Drama|Mystery|Thriller,Cruise/Wagner Productions|Canal Plus|Sogecine|Las Producciones del Escorpion|Lucky Red,872,7.1,2001
1.213215,25000000,80936232,Jimmy Neutron: Boy Genius,John A. Davis,83,Adventure|Fantasy|Animation|Action|Comedy,Nickelodeon Movies|Universal Cartoon Studios|Paramount Animation,139,5.5,2001
1.20913,22000000,33788161,Jay and Silent Bob Strike Back,Kevin Smith,104,Comedy,Dimension Films|View Askew Productions|Miramax,244,6.3,2001
1.195555,28000000,77516304,Serendipity,Peter Chelsom,90,Comedy|Romance,Miramax Films|Tapestry Films|Simon Fields Productions,310,6.6,2001
1.134012,60000000,93375151,Cats & Dogs,Lawrence Guterman,87,Comedy|Family,Village Roadshow Pictures|NPV Entertainment|Mad Chance|Zide-Perry Productions|Warner Bros.,182,5.0,2001
1.1318780000000002,68000000,203388341,Vanilla Sky,Cameron Crowe,136,Drama|Mystery|Romance|Science Fiction|Thriller,Paramount Pictures|Cruise-Wagner Productions|Vinyl Films,628,6.3,2001
1.065364,25000000,64437847,Kiss of the Dragon,Chris Nahon,98,Action|Crime|Thriller,Twentieth Century Fox Film Corporation|Current Entertainment|Immortal Entertainment|Canal+|EuropaCorp,152,6.3,2001
1.063015,92000000,143049560,Spy Game,Tony Scott,126,Action|Crime|Thriller,Universal Pictures|Metropolitan Filmexport|Toho-Towa|Red Wagon Productions|Beacon Communications,342,6.5,2001
1.062734,102000000,147080413,Swordfish,Dominic Sena,99,Action|Crime|Thriller,Village Roadshow Pictures|NPV Entertainment|Silver Pictures|Warner Bros.|Jonathan Krane Group,606,6.0,2001
1.061903,40000000,141069860,Shallow Hal,Bobby Farrelly|Peter Farrelly,114,Comedy|Romance,Twentieth Century Fox Film Corporation,394,5.5,2001
0.9769969999999999,30000000,17833000,AntiTrust,Peter Howitt,108,Action|Crime|Drama,Industry Entertainment|Epsilon Motion Pictures|Hyde Park Films|Metro-Goldwyn-Mayer (MGM),82,5.6,2001
0.9742219999999999,137000000,85131830,Final Fantasy: The Spirits Within,Hironobu Sakaguchi|Motonori Sakakibara,106,Adventure|Action|Animation|Fantasy|Science Fiction,Columbia Pictures|Square USA|Chris Lee Productions,257,5.6,2001
0.9454290000000001,42000000,35402320,Original Sin,Michael Cristofer,118,Drama|Thriller|Mystery|Romance,Metro-Goldwyn-Mayer (MGM),115,5.8,2001
0.913069,70000000,176104344,Dr. Dolittle 2,Steve Carr,87,Comedy|Family|Romance|Fantasy,Twentieth Century Fox Film Corporation,233,4.9,2001
0.9047200000000001,40000000,91753202,Behind Enemy Lines,John Moore,106,Action|Drama|Thriller|War,Twentieth Century Fox Film Corporation|Davis Entertainment,270,5.9,2001
0.899763999999999,10000000,59217789,Jeepers Creepers,Victor Salva,90,Horror|Thriller,United Artists|American Zoetrope|Cinerenta Medienbeteiligungs KG|Cinerenta-Cinebeta|VCL Communications,384,6.0,2001
0.8752989999999989,35000000,74558115,From Hell,Albert Hughes|Allen Hughes,122,Horror|Mystery|Thriller,Twentieth Century Fox Film Corporation|Underworld Entertainment,399,6.4,2001
0.8654069999999989,72000000,27642707,The Last Castle,Rod Lurie,131,Action|Drama|Thriller,DreamWorks SKG,154,7.1,2001
0.8442350000000001,60000000,105178561,Along Came a Spider,Lee Tamahori,104,Crime|Mystery|Thriller|Action,Paramount Pictures|AZL Productions KG|David Brown Productions|MFP Munich Film Partners|Phase 1 Productions,215,5.8,2001
0.813396,3000000,18492362,Super Troopers,Jay Chandrasekhar,100,Comedy|Crime|Mystery,Fox Searchlight Pictures|Broken Lizard Industries,224,6.7,2001
0.798104,35000000,94728529,The Wedding Planner,Adam Shankman,103,Comedy,Columbia Pictures Corporation|Intermedia Films|Dee Gee Entertainment|Tapestry Films|Prufrock Pictures,245,5.4,2001
0.7878350000000001,48000000,85498534,Rat Race,Jerry Zucker,112,Adventure|Comedy,Paramount Pictures|Fireworks Pictures|Alphaville Films,261,5.9,2001
0.7817470000000001,19800000,87754044,Gosford Park,Robert Altman,137,Drama|Mystery|Thriller,USA Films,107,6.6,2001
0.774598,11000000,16000000,Jason X,James Isaac,91,Horror|Science Fiction,New Line Cinema|Sean S. Cunningham Films|Crystal Lake Entertainment,138,4.3,2001
0.746989,57000000,147845033,The Mexican,Gore Verbinski,123,Action|Comedy|Crime|Romance,DreamWorks SKG|Newmarket Capital Group|Lawrence Bender Productions|Pistolero Productions LLC,258,5.7,2001
0.742951,23000000,36642838,Joy Ride,John Dahl,97,Mystery|Thriller|Drama,Regency Enterprises|Epsilon Motion Pictures|LivePlanet|New Regency Pictures|Bad Robot,166,6.2,2001
0.731548,22000000,40270895,I Am Sam,Jessie Nelson,132,Drama,New Line Cinema,292,7.2,2001
0.693522,57000000,16991902,Rock Star,Stephen Herek,105,Music|Drama|Comedy,Warner Bros. Pictures|Bel Air Entertainment,100,5.9,2001
0.676114,48000000,50315140,K-PAX,Iain Softley,120,Drama|Science Fiction,Intermedia Films|Lawrence Gordon Productions|PathÃ© Pictures International|IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,330,7.0,2001
0.65104,50000000,100020092,Don't Say a Word,Gary Fleder,113,Thriller,20th Century Fox|Village Roadshow Pictures|NPV Entertainment|Regency Enterprises|Kopelson Entertainment,106,6.1,2001
0.6353770000000001,21150000,39438674,Crocodile Dundee in Los Angeles,Simon Wincer,92,Adventure|Comedy,Bungalow Productions|Silver Lion Films|Vision View Entertainment,75,4.8,2001
0.625438,11000000,13110448,Frailty,Bill Paxton,100,Drama|Thriller|Crime,Cinerenta Medienbeteiligungs KG|American Entertainment Partners L.P.|David Kirschner Productions,136,6.8,2001
0.612923,53000000,29700000,Angel Eyes,Luis Mandoki,102,Drama|Romance|Thriller,Warner Bros. Pictures|Franchise Pictures|Morgan Creek Productions,51,5.6,2001
0.589432,31000000,24185781,Hearts in Atlantis,Scott Hicks,101,Drama|Mystery,Castle Rock Entertainment,60,6.3,2001
0.578314999999999,30000000,23619609,The Glass House,Daniel Sackheim,106,Drama|Thriller,Original Film,108,5.3,2001
0.572909,60000000,56359980,15 Minutes,John Herzfeld,120,Action|Crime|Thriller,New Line Cinema|Industry Entertainment|Tribeca Productions|New Redemption Pictures,84,5.7,2001
0.5658770000000001,32000000,40222729,Hardball,Brian Robbins,106,Comedy|Romance,Paramount Pictures|GHS Productions KG|Munich Film Partners & Company (MFP) GHS Productions|Nides/McCormick Productions,62,6.4,2001
0.561179,80000000,98376292,Evolution,Ivan Reitman,101,Action|Comedy|Science Fiction,"DreamWorks SKG|Columbia Pictures Corporation|Montecito Picture Company, The",362,5.4,2001
0.554186,107000000,87713825,Ali,Michael Mann,157,Drama,Columbia Pictures Corporation,253,6.7,2001
0.5307029999999989,1500000,373967,Session 9,Brad Anderson,100,Horror|Mystery,October Films|USA Films|Scout Productions,94,6.0,2001
0.526992,68000000,71069884,The Score,Frank Oz,124,Action|Crime|Thriller,Paramount Pictures|Mandalay Pictures|Horseshoe Bay Productions,217,6.6,2001
0.522846,4000000,44909486,Monster's Ball,Marc Forster,111,Drama|Romance,Lions Gate Films|Lee Daniels Entertainment,107,6.4,2001
0.521071,17700000,30987695,Joe Dirt,Dennie Gordon,91,Mystery|Adventure|Comedy|Romance|Drama,Columbia Pictures|Happy Madison Productions,122,5.5,2001
0.510452,50000000,79958599,Exit Wounds,Andrzej Bartkowiak,101,Action|Crime|Thriller,NPV Entertainment|Warner Bros.,52,5.0,2001
0.5098779999999989,21000000,28008462,The Tailor of Panama,John Boorman,109,Drama|Thriller,Columbia Pictures|Merlin Films,45,5.7,2001
0.49961099999999997,40000000,65754228,Sweet November,Pat O'Connor,119,Drama|Romance,Bel Air Entertainment|Warner Bros.,157,6.5,2001
0.499301,12000000,31155435,How High,Jesse Dylan,93,Comedy,Universal Pictures|Jersey Films|Native Pictures Productions,126,6.5,2001
0.493288,11000000,23430766,Tomcats,Gregory Poirier,95,Comedy|Romance,Columbia Pictures|Revolution Studios,37,4.8,2001
0.472538,72000000,37317558,The Majestic,Frank Darabont,152,Drama|Romance,Village Roadshow Pictures|Castle Rock Entertainment|NPV Entertainment|Darkwoods Productions,82,6.5,2001
0.471789,62000000,18720175,3000 Miles to Graceland,Demian Lichtenstein,125,Action|Adventure|Comedy|Thriller|Crime,Franchise Pictures|Warner Bros.|Morgan Creek Productions,85,5.4,2001
0.467091,100000,490475,Tape,Richard Linklater,86,Drama,The Independent Film Channel Productions|Detour Filmproduction|IFC Productions|InDigEnt (Independent Digital Entertainment)|Tape Productions Inc.,28,6.6,2001
0.453846,2079000,4099000,Dil Chahta Hai,Farhan Akhtar,183,Drama|Romance,Excel Entertainment,32,7.3,2001
0.451722,28000000,14010832,Ghosts of Mars,John Carpenter,98,Action|Horror|Science Fiction,Screen Gems|Storm King Productions|Animationwerks,135,4.6,2001
0.447612,22000000,19351569,Saving Silverman,Dennis Dugan,90,Comedy|Romance|Crime,Village Roadshow Pictures|NPV Entertainment|Columbia Pictures Corporation,75,5.2,2001
0.44392299999999996,48000000,35743308,Riding in Cars with Boys,Penny Marshall,132,Comedy|Drama|Romance,Columbia Pictures,54,6.4,2001
0.439101,75000000,13596911,Osmosis Jones,Bobby Farrelly|Peter Farrelly,95,Adventure|Animation|Action|Comedy|Family,Conundrum Entertainment|Warner Bros. Animation|Warner Bros.,128,5.6,2001
0.42129300000000003,14000000,10424470,Head Over Heels,Mark Waters,86,Comedy|Romance,Universal Studios,43,5.3,2001
0.414311,38000000,207283925,The Fast and the Furious,Rob Cohen,106,Action|Crime|Thriller,Universal Pictures|Original Film|Ardustry Entertainment|Mediastream Film GmbH & Co. Productions KG,2505,6.4,2001
0.40848,6000000,705308,Human Nature,Michel Gondry,96,Drama|Comedy,Fine Line Features|Senator Film Produktion|Beverly Detroit|StudioCanal|Partizan,30,5.7,2001
0.405522,13000000,91038276,Save the Last Dance,Thomas Carter,112,Drama|Family|Romance|Music,MTV Films|Cort/Madden Productions,194,6.4,2001
0.386262,35000000,147934180,Spy Kids,Robert Rodriguez,88,Action|Comedy|Family|Adventure,Dimension Films|Troublemaker Studios|Miramax,467,5.5,2001
0.38279,35000000,29400000,The Pledge,Sean Penn,123,Crime|Drama|Mystery|Thriller,Epsilon Motion Pictures|Franchise Pictures|Morgan Creek Productions|Clyde Is Hungry Films|Pledge Productions,84,6.1,2001
0.381751,75000000,67631903,Bandits,Barry Levinson,123,Action|Comedy|Crime|Romance,Cheyenne Enterprises|Epsilon Motion Pictures|Empire Pictures|Metro-Goldwyn-Mayer (MGM)|Hyde Park Entertainment,173,6.1,2001
0.380227,22000000,84772742,The Animal,Luke Greenfield,84,Action|Comedy,Revolution Studios|Happy Madison Productions,145,4.5,2001
0.37985599999999997,15000000,12000000,Knockaround Guys,Brian Koppelman|David Levien,92,Crime|Thriller,Lawrence Bender Productions,46,5.7,2001
0.541416,13000000,16929123,Crazy/Beautiful,John Stockwell,99,Drama|Romance,Touchstone Pictures|Ufland,57,6.6,2001
0.20867,94000000,54744738,Driven,Renny Harlin,116,Action,Epsilon Motion Pictures|Franchise Pictures|Trackform Film Productions|Mel's Cite du Cinema,90,4.8,2001
0.348262,24000000,14782676,Out Cold,Brendan Malloy|Emmett Malloy,89,Comedy,Spyglass Entertainment|Touchstone Pictures,28,6.1,2001
0.328665,35000000,13678913,American Outlaws,Les Mayfield,94,Action|Western,Warner Bros. Pictures|Morgan Creek Productions,26,5.8,2001
0.324227,87000000,351692268,Hannibal,Ridley Scott,131,Crime|Drama|Thriller|Horror,Universal Pictures|Scott Free Productions|Metro-Goldwyn-Mayer (MGM)|Dino De Laurentiis Company,772,6.3,2001
0.323191,75000000,54249294,Domestic Disturbance,Harold Becker,89,Mystery|Thriller|Crime,Paramount Pictures,50,5.4,2001
0.299969,34000000,19693891,Summer Catch,Mike Tollin,108,Drama|Comedy|Romance,Tollin/Robbins Productions|Warner Bros.,35,4.8,2001
0.274314,5000000,295206,Wet Hot American Summer,David Wain,97,Comedy,Eureka Pictures,163,6.5,2001
0.353327,1500000,416925,The Believer,Henry Bean,98,Drama,Fuller Films|Seven Arts Pictures,78,6.8,2001
0.269944,12000000,17292381,Max Keeble's Big Move,Tim Hill,86,Comedy|Family|Fantasy|Science Fiction,Walt Disney Pictures|Karz Entertainment,18,5.3,2001
0.263042,75000000,5409517,Monkeybone,Henry Selick,93,Adventure|Fantasy|Animation|Action|Comedy,20th Century Fox|1492 Pictures,37,4.0,2001
